-0.0306849026224,198
0.173234563408,198
1.54198501888,198
2.2986077123,198
3.56556556767,198
4.55780735343,198
5.03835786403,197
6.17952365359,197
7.36219523692,198
7.89823294352,198
8.97345024486,197
10.0470872106,198
11.1200573789,197
11.6879314624,196
12.8892127565,198
13.42402359,198
14.5782038828,197
15.674519646,198
16.7551584119,196
17.2912003874,198
18.4574265769,198
19.5690095259,198
20.0493666567,51
21.1440141456,48
22.2295894325,44
22.7803590087,44
23.9724733319,44
25.0308320128,44
25.5554641532,43
26.7424899837,42
27.8916475243,45
28.4116846533,197
29.5321980778,197
30.6654156588,197
31.1521692641,197
32.2279176128,197
33.3755229924,197
33.9413668014,196
35.0809808568,197
36.1638155293,38
36.6830603561,34
37.8287771877,39
38.9744803589,40
39.5041343977,38
40.6356717515,199
41.6966224901,198
42.1781134327,198
43.145374433,197
44.4708994739,199
45.041951304,199
46.1225115228,198
47.1480818688,199
48.3147605585,37
48.8828344251,40
49.981617595,40
51.1099823248,39
51.6611412219,45
52.7469982542,198
53.8226304897,198
54.3529641325,200
55.4607802309,199
56.4847523121,199
57.0542502736,199
58.322008969,47
59.455800286,44
59.9616579372,43
61.0671790912,182
62.1383580417,198
63.2379300988,200
63.7851513904,199
64.9415916229,198
66.0582118382,199
66.5840614602,198
67.5893495523,199
68.7819966305,200
69.3783269998,199
70.4196989941,199
71.5542621228,199
72.1274927841,199
73.2306028804,199
74.3067883614,198
74.8343660219,198
75.9877941399,198
77.1232451935,198
77.6491426269,198
78.7843409634,199
79.7741108601,198
80.2784522088,199
81.4752588736,199
82.6839500719,199
83.1883324017,199
84.2604948998,198
85.2659537467,197
85.8160573792,199
86.9871347122,199
87.5259616983,199
88.6716033978,199
89.8768795003,199
90.8600650923,199
91.3270043117,198
92.4324161826,198
93.1064741324,199
94.5941240165,199
95.1900514045,199
96.3825482185,198
97.5631263481,200
98.121658437,199
99.1890329708,198
100.256885618,197
100.786252789,199
101.953259328,199
103.093539327,199
104.190994024,199
104.730435728,198
105.801204867,199
106.897983375,200
107.474280793,199
108.609123959,198
109.70491209,199
110.234798356,199
111.315990367,198
112.477239054,199
113.038052427,199
114.061133168,198
115.159024998,199
115.716477917,199
116.834252435,199
117.986000326,198
118.535981015,199
119.676896221,198
120.793332022,199
121.316579341,198
122.453724282,199
123.510587151,199
124.012237404,199
125.15738733,199
126.242923343,197
126.747975031,199
127.918683534,198
128.782880358,198
128.777675752,197
129.515623314,199
130.840270676,199
131.986527092,62
132.544936238,45
133.735465957,200
134.243399986,198
135.216620328,199
136.418351561,199
137.643756239,198
138.18241247,199
139.024902945,198
139.168787761,198
139.641710229,199
141.155786124,198
142.005461961,198
142.13948398,198
142.625452114,198
143.750466635,198
143.808495942,197
143.595762794,198
144.710163198,199
146.276011945,199
146.930672151,199
147.791276294,198
148.214802816,199
149.428418582,198
150.665147717,198
151.168478197,198
