152.171245949,200
153.305604172,198
153.89085597,198
155.092450599,199
156.076749513,198
156.552950472,198
157.637502937,199
158.88733238,198
160.036758005,198
160.560032645,199
161.672944067,200
162.596263029,200
163.141517226,198
164.392057008,198
165.507714166,200
166.010238684,200
167.125130861,200
168.27824479,200
168.812529698,200
169.938486786,200
170.935052723,199
171.42007829,200
172.584598639,200
173.752178914,200
174.260454453,198
175.332507668,200
176.58230979,199
177.107455902,200
178.107723803,201
179.23152255,199
179.798592378,200
-179.135940848,199
-178.946799182,200
-178.604415337,200
-177.262187063,200
-175.874510693,201
-174.868204903,199
-174.416906822,199
-173.346766061,200
-172.130445538,200
-171.54625925,200
-170.400330682,200
-169.41997962,199
-168.933574354,199
-167.717759266,201
-166.472997826,199
-165.980609313,199
-165.028507923,199
-163.696934747,199
-163.124455407,199
-162.084312847,200
-160.977726183,199
-159.87829756,199
-159.321746227,200
-158.177211018,199
-157.024657165,200
-156.468119492,200
-155.368677208,199
-154.35424349,198
-153.78500166,199
-152.551837886,200
-151.562703197,199
-151.042857313,200
-149.784394509,201
-148.675731466,199
-148.209202059,199
-147.141506506,200
-145.825847677,199
-144.758753181,199
-144.273071916,200
-143.210949799,199
-142.659097638,200
-141.433925187,200
-140.344058832,199
-139.637502831,199
-139.709602333,199
-140.086205438,200
-139.760377978,200
-139.064791264,199
-137.397240963,199
-136.215303625,200
-135.774155209,199
-134.940926474,200
-134.692799273,200
-134.248618252,199
-132.795153477,200
-131.549312867,199
-131.073712964,199
-129.975213247,199
-128.847357367,199
-127.737205343,200
-127.197292356,200
-126.03251246,201
-124.889288648,200
-124.351219814,200
-123.214607627,199
-122.084866614,200
-121.561469031,199
-120.462013087,199
-119.336861962,200
-118.796511843,199
-117.632838438,198
-117.090261677,200
-115.960957796,199
-114.878030915,199
-113.712048905,201
-113.712048905,199
-112.085097263,200
-110.950438512,199
-110.442388369,200
-110.442388369,200
-108.780479806,200
-107.716458897,201
-106.455011298,199
-105.270109658,199
-104.763125025,200
-103.653328171,199
-102.502017412,199
-101.961585331,200
-100.86933524,199
-99.774523826,198
-98.6911803042,200
-98.1719286472,200
-97.0039932023,199
-95.7785202232,200
-95.224858061,200
-94.0987780302,200
-92.9839951364,200
-92.4959369646,199
-91.3994248333,200
-90.229870633,200
-89.686733796,200
-88.5385239444,198
-87.400798437,199
-86.8706321339,198
-85.7245054908,200
-84.6447751403,200
-83.5506057648,200
-82.9983984334,198
-81.8903501085,200
-80.727421194,200
-80.1650983488,200
-79.1358431143,200
-77.9628874786,200
-77.4203858494,200
-76.3519048245,200
-75.1958744036,200
-74.6320284256,199
-73.5303594997,199
-72.3816715347,200
-71.8265272209,199
-70.6592816253,200
-69.5311525371,200
-69.0181914866,200
-67.9335775492,200
-66.8138291061,201
-66.270261967,200
-65.102538258,200
-63.9578801061,201
-63.4316889745,200
-62.2894282198,200
-61.2731366891,201
-60.7944290495,200
-59.6253119815,200
-58.2914302011,200
-57.7566876696,200
-56.6856589833,199
-55.6293152089,200
-54.506185821,200
-53.9515810922,200
-52.8454281455,200
-51.7524916196,199
-51.1824609031,199
-49.9550788855,199
-48.8831144629,199
-48.3541468584,199
-47.2243307129,199
-46.2332562496,201
-45.6872029207,201
-44.4137068644,200
-43.8384408061,200
-42.7409075612,202
-41.6207219858,201
-40.5380239171,200
-40.0261556973,200
-38.8739126176,200
-38.2952280484,199
-37.1770812852,199
-36.0432387417,200
-34.9647036748,200
-34.4606628546,123
-33.3184806471,199
-32.1743894011,201
-32.1743894011,199
-30.9974790844,200
-29.8446554384,200
-28.7737155446,201
-27.6786121404,201
-26.5327262615,200
-25.4207010576,200
-24.8868379132,201
-23.7952076615,199
-23.2692777847,200
-22.1150573645,200
-20.9540562716,199
-19.8647312095,200
-19.3012472317,200
-18.1484816423,199
-17.0554529088,200
-16.5833176212,200
-15.4817374877,201
-14.212299419,200
-13.66917795,200
-12.5653165325,200
-11.5625837859,200
-11.0784632195,200
-9.89551842855,200
-8.63630686423,200
-8.12956555701,199
-7.06421361368,201
-6.18527168672,201
-6.16577277033,200
-5.52764504347,200
-4.14528939326,199
-3.4523502325,199
-2.59310273616,201
-1.27494832579,200
-0.646371928211,200
-0.0199190698928,200
-0.0118727798395,199
1.10246037436,201
2.75926379572,200
3.81589315748,199
4.22495802889,200
5.27365497686,199
6.47663912316,200
7.03411594745,200
8.17122545697,199
9.20176305988,199
9.74273728747,200
10.8815231821,201
12.0451129177,200
12.5497530872,199
13.6257532992,200
14.8211042795,199
15.3856725503,199
16.4562282458,201
17.4553264767,200
17.9941039439,200
19.2187794981,201
20.369352596,199
20.8794791169,199
21.9860999318,199
23.057034703,199
24.1582545438,199
24.7033994571,198
25.8613064732,199
26.3644132647,199
26.3644132647,199
28.2678408179,198
29.6199421344,198
30.2805924181,198
31.4627380767,200
32.3533165157,199
32.9018628645,199
34.1059675891,199
35.2407253782,199
35.7597072426,199
36.8830961778,199
38.0185096654,198
38.5494682708,198
39.6808485302,199
40.7373767197,199
41.2399319733,199
42.3836782946,200
43.5417406976,199
44.0698169621,199
45.1917818023,200
46.3214306082,200
47.2950949131,199
47.8787142958,199
49.1350358353,200
50.0360371467,198
50.4307573351,198
50.7732163123,199
51.1909918125,199
52.4482627486,199
53.7086243464,200
54.2910962569,199
55.3675959267,199
56.4989693559,200
57.4960202369,198
57.4960202369,199
59.1103770056,199
60.2968359302,198
60.8641926267,199
62.0283168247,199
62.5577249765,198
63.5187261062,199
63.7913873554,199
64.805179036,197
66.2155931133,199
66.7724654657,199
67.4965545691,199
67.7780814069,199
68.3096137484,198
69.7122960488,199
70.8485598953,198
71.3706734025,200
72.5018897373,199
73.4912088414,199
74.0645009743,199
75.3234214017,200
76.3056439367,200
76.7997741489,200
77.394458442,199
79.1465050434,199
79.6727439864,199
80.7933257129,199
81.9065308324,199
82.4321618883,199
83.5782817012,199
84.1025808698,198
85.1279907063,199
86.3114853277,199
87.3538272093,199
87.8784952082,198
89.0135432805,200
90.1094406945,198
90.6136112884,200
91.6686436659,199
92.9220862797,200
93.4697651941,199
94.5670081558,199
95.6816681062,199
96.2150650899,199
97.4081971117,199
98.511983397,199
99.5764209485,199
100.102571099,199
101.201425986,199
102.232149712,198
102.773333114,199
103.930456365,200
104.477807431,199
105.604877839,199
106.793959557,199
107.33517028,198
108.41632131,198
109.546458475,199
110.68800206,199
111.212806662,199
112.289545389,199
113.378960951,200
113.886546641,199
115.01578222,198
116.142968742,198
116.651858998,199
117.657386147,200
117.861103442,199
118.8805232,199
119.581983879,199
120.937694952,199
121.99560967,199
122.473955309,200
123.587672693,199
124.613622115,199
125.174817979,198
126.429469536,200
127.485745009,199
127.963134421,199
129.091263509,199
129.661461566,199
130.733364516,199
131.915315515,200
132.466990091,199
132.466990091,199
133.642288483,200
134.565375219,198
135.238094451,199
136.539942633,199
137.73685175,198
138.202944026,199
139.183759541,200
140.453751709,198
141.600882391,198
142.109950232,199
143.155597926,200
144.252116888,199
144.792972441,198
145.959528187,198
147.020748718,199
147.594976587,199
148.831009043,200
149.339298242,198
150.311357452,198
151.508758343,200
152.536524596,200
153.076273658,199
154.253894315,200
154.803683758,198
155.823376724,199
157.0152315,199
157.590401936,199
158.574345679,200
159.635320324,198
160.298600231,199
161.324522332,200
162.419524991,199
163.529007656,199
164.009101824,198
165.112683204,199
166.406663005,199
166.936918101,199
167.95137914,199
169.209609718,199
170.276963761,199
170.659181284,198
170.761210686,199
171.76834976,198
172.529984427,199
173.892348106,199
174.822224053,199
175.337958161,199
176.51885731,199
177.647382549,199
178.120414299,198
179.198628347,199
-179.688298444,199
-179.19015891,199
-178.033739168,200
-176.728011437,200
-176.229325487,200
-175.161725557,200
-174.049838664,201
-174.049838664,200
-172.342618611,199
-171.313636584,200
-170.215013923,200
-169.666891046,201
-168.482972953,199
-167.412162833,199
-166.833222132,200
-165.654877475,201
-164.489114031,200
-163.944501872,199
-162.865618466,200
-161.769796184,200
-160.687757228,201
-160.101836071,200
-158.90765903,200
-157.793600137,201
-157.310855854,200
-156.216782101,199
-155.671459603,200
-154.494644909,200
-153.477246887,200
-152.315745482,198
-151.766065322,200
-150.671923267,201
-150.111628989,199
-148.865761058,200
-147.787369425,200
-146.859446913,200
-146.297158219,201
-144.99543298,199
-144.031460717,200
-143.504730001,199
-142.295389934,199
-141.160553598,198
-140.59743162,200
-139.465163436,200
-138.309795543,200
-137.802858722,201
-136.70810195,200
-135.557665456,200
-135.01671428,200
-133.864324352,200
-133.309904038,200
-133.309904038,200
-131.203008492,200
-130.009760357,199
-129.465230161,201
-128.266927684,200
-127.199887829,200
-126.70263622,199
-125.567553996,199
-124.388676584,200
-123.388012532,200
-122.82545063,201
-121.636478195,200
-121.11478816,200
-120.016657273,200
-118.750612956,200
-117.837074828,201
-117.339304123,201
-116.077617468,201
-114.874069404,199
-114.355002163,201
-113.251823764,201
-112.111687199,201
-111.569875419,201
-110.418264132,200
-109.419614987,200
-108.936133043,200
-107.739367359,200
-106.564915912,199
-105.412997266,200
-104.866663899,200
-103.789194342,200
-102.628266674,201
-102.061893525,200
-101.030275044,200
-99.8516025383,199
-99.2604494543,199
-98.1544160359,200
-97.0801361784,201
-96.5501406301,200
-95.3071345491,200
-94.7330569441,200
-93.6542418393,200
-92.6632356779,200
-91.610293339,200
-91.098595874,201
-90.0442191948,201
-88.6903727644,198
-88.0475766016,200
-86.950019451,200
-85.8688342697,200
-85.3178017312,200
-84.1315408822,199
-83.063189631,200
-81.9747098051,199
-81.4181926227,201
-80.3128490537,200
-79.8233155605,199
-78.7250890512,200
-77.5665451197,200
-76.3306560984,201
-75.7529038503,200
-74.7554431578,200
-74.2667224574,201
-73.0767323238,200
-71.944662215,200
-70.7913707009,200
-70.2355365377,200
-69.0753396998,201
-68.0949818072,199
-67.5399604367,201
-66.3406949029,200
-65.2137337775,201
-64.6920915534,200
-63.5413955122,200
-62.991407993,200
-61.8661270947,199
-60.7245152082,200
-59.5828076991,201
-58.4579912538,200
-57.9224222691,199
-56.8291100826,200
-56.3396619668,200
-55.2079743487,200
-53.9876889002,200
-53.9876889002,199
-52.4769427232,200
-51.2661614862,200
-50.6871729735,200
-49.5876862938,200
-48.5406964668,200
-48.0044308026,201
-46.7960333025,199
-45.6888968083,200
-44.5479713561,200
-43.9910648528,200
-42.8900550403,200
-41.7970638729,200
-41.2163439065,199
-39.9928824189,199
-38.9415861561,200
-38.4559868533,199
-37.3170045906,200
-36.1281687593,201
-35.5890993014,200
-34.4501170387,200
-33.3187197038,201
-32.7908551753,199
-31.6345652071,200
-30.4908735273,200
-29.438204396,199
-28.9197587016,200
-27.7584656181,199
-26.5932895705,199
-26.0593649545,199
-24.9322399044,198
-23.7950830105,200
-23.2490501722,198
-22.0957501204,200
-20.9805505849,199
-20.4906824122,199
-19.388055552,200
-18.2165479168,200
-17.6726648814,199
-16.5880902175,199
-15.4367521382,200
-14.8787920779,199
-13.7671536335,198
-12.6196985182,198
-12.1059724862,198
-11.0061690564,199
-9.98497430187,199
-9.48351017143,199
-8.25748394684,199
-7.10225351209,199
-6.57288164562,199
-5.37551063616,199
-4.29372226361,199
-3.76412969657,199
-2.56871895211,199
-1.47293743793,199
-0.973367938617,198
